yearID,playerID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,ASG_Result,playerType
2012,flahery01,77,153,15,33,2,1,6,19,1,0,6,43,0,3,3,1,3,NO,POS
2017,greengr01,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NO,POS
1988,jordasc01,7,9,0,1,0,0,0,1,0,0,0,3,0,0,1,0,0,NO,POS
2011,parrian01,24,44,3,8,1,0,0,4,1,0,9,17,1,1,0,1,1,NO,POS
1974,boonebo01,146,488,41,118,24,3,3,52,3,1,35,29,9,4,9,5,16,NO,POS
1977,dejesiv01,155,624,91,166,31,7,3,40,24,12,56,90,4,4,7,4,8,NO,POS
2014,maldoma01,52,111,14,26,5,0,4,16,0,0,11,32,1,3,1,0,4,NO,POS
1996,lennopa01,14,30,5,7,3,0,0,1,0,0,7,10,0,0,0,0,0,NO,POS
1976,stantle01,93,231,12,44,13,1,2,25,2,6,24,57,1,1,5,3,9,NO,POS
1999,levisje01,10,26,0,4,0,0,0,3,0,0,1,6,0,1,1,0,1,NO,POS
1993,carrema01,78,150,22,49,9,1,7,33,1,0,13,16,2,1,0,5,8,NO,POS
2011,flowety01,38,110,13,23,5,1,5,16,0,1,14,38,0,3,0,2,2,NO,POS
2018,bandyje01,24,64,5,12,2,0,1,1,0,0,3,23,0,4,0,0,0,NO,POS
1983,baineha01,156,596,76,167,33,2,20,99,7,5,49,85,13,1,3,6,15,NO,POS
2018,wallach01,15,45,4,8,1,0,1,5,0,0,4,23,0,2,1,0,0,NO,POS
2010,iannech01,61,188,20,37,6,1,9,27,1,0,30,48,2,4,0,1,4,NO,POS
1998,gonzaal01,158,568,70,136,28,1,13,51,21,6,28,121,1,6,13,3,13,NO,POS
2005,heintch01,8,25,1,5,3,0,0,2,0,0,1,6,0,0,0,0,1,NO,POS
1972,chaneda01,83,196,29,49,7,2,2,19,1,3,29,28,7,0,4,1,1,NO,POS
1981,ellisjo01,23,58,2,8,3,0,1,7,0,1,5,10,1,1,0,0,3,NO,POS
1997,martida01,145,504,78,144,16,6,12,55,12,6,55,69,7,3,5,6,4,NO,POS
2001,donnech01,66,88,8,15,2,0,3,8,0,0,12,25,2,1,0,0,2,NO,POS
2000,vizcajo01,113,267,32,67,10,2,0,14,6,7,22,43,3,1,5,2,6,NO,POS
1997,hattesc01,114,350,46,97,23,1,10,44,0,1,40,70,2,2,2,1,11,NO,POS
2012,bourjpe01,101,168,27,37,7,0,3,19,3,1,15,44,0,3,6,3,2,NO,POS
1996,gonzare01,51,92,19,20,4,0,2,5,0,0,10,11,0,0,0,2,3,NO,POS
2005,nixontr01,124,408,64,112,29,1,13,67,2,1,53,59,3,3,0,6,7,NO,POS
1977,norriji01,133,440,59,119,23,6,2,37,26,17,64,57,4,0,9,4,10,NO,POS
2017,sanchhe01,75,137,14,30,4,0,8,25,0,0,5,41,1,0,0,1,4,NO,POS
2017,younger03,47,110,24,29,5,0,4,16,12,3,5,31,0,7,3,0,0,NO,POS
1978,hendrel01,13,18,4,6,1,0,1,1,0,0,3,3,2,0,0,0,0,NO,POS
2005,kennead01,129,416,49,125,23,0,2,37,19,4,29,64,1,7,5,3,5,NO,POS
1993,santone01,4,8,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,NO,POS
1976,roblese01,6,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NO,POS
1991,dempsri01,61,147,15,34,5,0,4,21,0,2,23,20,1,0,1,3,7,NO,POS
1997,giambja01,142,519,66,152,41,2,20,81,0,1,55,89,3,6,0,8,11,NO,POS
1983,oberrmi01,26,60,7,10,1,0,1,5,0,0,3,11,0,0,2,0,1,NO,POS
1971,gutiece01,38,37,8,7,0,0,0,4,0,0,0,3,0,1,1,0,0,NO,POS
1990,oquenjo01,156,469,38,118,17,5,1,37,1,1,74,46,8,0,5,5,7,NO,POS
1989,morriha02,15,18,2,5,0,0,0,4,0,0,1,4,0,0,0,0,2,NO,POS
2013,robinsh01,99,144,22,36,2,1,2,16,5,1,23,17,0,0,0,4,2,NO,POS
1995,easleda01,114,357,35,77,14,2,4,35,5,2,32,47,1,6,6,4,11,NO,POS
1987,kearnbo01,24,47,5,8,4,1,0,1,0,0,1,9,0,0,3,0,0,NO,POS
1991,parkeri01,13,14,0,1,0,0,0,1,0,0,1,5,0,0,0,0,0,NO,POS
2010,navarya01,20,42,4,6,0,0,0,5,0,0,2,17,1,0,0,2,0,NO,POS
1975,brownga01,47,35,1,6,2,0,1,3,0,0,9,6,1,1,0,0,2,NO,POS
1972,davisto02,41,108,12,28,4,0,0,12,2,1,8,21,0,0,0,0,3,NO,POS
1982,gilesbr01,45,138,14,29,5,0,3,10,6,1,12,29,1,0,0,2,0,NO,POS
1987,russejo02,24,62,5,9,1,0,3,8,0,1,3,17,0,0,0,0,4,NO,POS
1980,johnsra03,12,20,0,4,0,0,0,3,0,0,2,4,0,1,0,2,0,NO,POS
1988,magadda01,112,314,39,87,15,0,1,35,0,1,60,39,4,2,1,3,9,NO,POS
2014,phamth01,6,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NO,POS
2005,willigl01,13,40,3,17,1,0,0,3,1,2,2,7,0,0,1,0,0,NO,POS
2011,barajro01,98,305,29,70,13,0,16,47,0,0,22,71,4,4,2,3,5,NO,POS
2001,allench01,57,175,20,46,13,2,4,20,1,2,19,37,1,0,0,1,7,NO,POS
1979,ferrese01,32,7,7,0,0,0,0,0,0,2,2,3,0,0,0,0,0,NO,POS
2006,woodja02,12,13,3,6,2,0,0,1,1,0,1,2,0,0,0,0,0,NO,POS
2008,gomezca01,153,577,79,149,24,7,7,59,33,11,25,142,0,7,3,2,7,NO,POS
1995,orsuljo01,108,290,41,82,19,2,1,37,1,3,19,35,2,1,1,6,3,NO,POS
1996,siddajo01,18,47,0,7,1,0,0,3,0,0,2,8,0,0,0,0,0,NO,POS
2017,smithdw02,12,27,2,10,2,0,0,1,1,0,1,10,0,1,0,0,0,NO,POS
1973,bevacku01,99,276,39,71,8,3,2,40,2,3,25,42,1,1,3,4,7,NO,POS
1975,masonji01,94,223,17,34,3,2,2,16,0,2,22,49,0,0,5,1,10,NO,POS
2011,mooread01,2,6,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,NO,POS
2015,cabrera01,13,30,4,11,1,0,1,3,0,0,0,5,0,0,0,0,1,NO,POS
1978,crowlte01,62,95,9,24,2,0,0,12,0,0,8,12,0,1,0,1,4,NO,POS
2014,gattiev01,108,369,41,97,17,1,22,52,0,0,22,97,3,8,0,2,9,NO,POS
1982,hodgero01,80,228,26,56,12,1,5,27,4,3,41,40,6,0,5,2,5,NO,POS
1995,oquenjo01,88,220,31,46,8,3,2,17,1,1,35,21,3,0,4,1,1,NO,POS
2003,taylore01,100,180,17,39,5,2,5,19,7,0,11,68,0,1,2,0,4,NO,POS
1988,deloslu01,11,22,1,2,1,1,0,1,0,0,4,4,0,0,0,0,3,NO,POS
1974,ellisjo01,128,477,58,136,23,6,10,64,1,2,32,53,3,1,1,2,16,NO,POS
2016,martimi02,63,101,16,24,4,0,1,4,0,2,4,23,0,0,1,0,1,NO,POS
2004,grossga01,44,129,18,27,4,0,3,16,2,2,19,31,0,0,0,0,1,NO,POS
1999,hemphbr01,12,21,3,3,0,0,0,2,0,0,4,4,0,0,1,1,1,NO,POS
1999,leede02,70,218,21,45,9,1,5,20,2,1,17,70,1,0,0,1,3,NO,POS
1975,terreje01,108,385,48,110,16,2,1,36,4,4,19,27,0,3,9,1,12,NO,POS
2000,osikke01,46,123,11,36,6,1,4,22,3,0,14,11,0,5,1,0,2,NO,POS
2002,belliro01,104,289,30,61,13,0,3,26,2,3,18,46,0,1,6,3,9,NO,POS
2009,carlilu01,10,18,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,NO,POS
2010,belljo01,53,159,15,34,5,0,3,12,0,1,2,53,0,0,0,0,4,NO,POS
1981,harlola01,43,82,13,17,1,0,0,4,1,1,16,25,0,0,2,0,3,NO,POS
1973,mottocu01,5,6,2,2,0,0,1,4,0,0,1,1,0,0,0,0,0,NO,POS
1991,pedrejo01,10,19,2,5,1,1,0,3,0,0,3,5,0,0,0,0,0,NO,POS
2001,seguife01,46,50,0,7,2,0,0,5,0,0,2,17,1,1,0,1,4,NO,POS
2017,beckhti01,137,533,67,148,18,5,22,62,6,5,36,167,0,4,1,1,10,NO,POS
1995,hatchbi01,6,12,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,NO,POS
1981,davisch01,8,15,1,2,0,0,0,0,2,0,1,2,0,0,0,0,1,NO,POS
1979,straijo01,67,257,27,62,8,1,1,12,8,4,13,21,0,3,11,1,5,NO,POS
1981,whisela01,9,5,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,NO,POS
1984,butersa01,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NO,POS
2000,magadda01,95,132,13,36,7,0,2,21,0,0,32,23,1,0,0,2,4,NO,POS
1993,jonesch06,8,3,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,NO,POS
1972,jonesda03,79,158,14,24,2,0,4,19,1,0,10,33,1,0,2,3,2,NO,POS
1992,kleskry01,13,14,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,NO,POS
2001,ochoaal01,148,536,73,148,30,7,8,52,17,13,45,76,0,4,4,4,10,NO,POS
1976,tamarjo01,10,10,2,3,0,0,0,1,0,0,3,0,0,0,0,1,1,NO,POS
1979,lezcasi01,138,473,84,152,29,3,28,101,4,3,77,74,5,3,6,7,11,NO,POS
2006,buckjo01,114,371,37,91,21,1,11,50,0,2,26,84,2,7,4,1,7,NO,POS
2009,bowkejo01,31,67,7,13,2,2,2,7,1,0,4,18,0,1,0,1,0,NO,POS
1976,tolanbo01,110,272,32,71,7,0,5,35,10,5,7,39,3,4,2,5,8,NO,POS
1983,grossgr01,136,245,25,74,12,3,0,29,3,5,34,16,4,1,1,3,6,NO,POS
1975,maddoga01,116,426,54,116,26,8,5,50,25,4,42,57,6,6,1,3,3,NO,POS
1987,martica01,139,447,59,122,21,2,15,70,5,5,70,82,5,3,1,4,11,NO,POS
1979,werthde01,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,POS
1970,spangal01,21,14,2,2,1,0,1,1,0,0,3,3,0,0,0,0,0,NO,POS
2002,wilkebr01,153,507,92,135,27,8,20,59,7,8,81,161,7,5,6,4,5,NO,POS
2012,kennead01,86,168,22,44,8,1,2,16,1,1,23,33,1,1,4,5,5,NO,POS
1987,murphdw01,82,219,39,51,7,0,8,35,4,4,58,61,2,0,3,4,5,NO,POS
1980,terreje01,23,16,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,POS
1999,davisru01,124,432,55,106,17,1,21,59,3,3,32,111,1,5,7,2,13,NO,POS
2002,rushfji01,23,77,8,11,2,0,1,6,0,0,6,9,0,1,0,0,3,NO,POS
2004,wrighda03,69,263,41,77,17,1,14,40,6,0,14,40,0,3,0,3,7,NO,POS
1981,ashfotu01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,POS
1971,hendrel01,101,316,33,79,14,1,9,42,0,0,39,38,5,2,2,2,9,NO,POS
1985,willire01,22,9,4,3,0,0,0,0,1,0,0,4,0,0,0,0,0,NO,POS
1998,martial03,125,440,57,105,15,2,12,47,20,3,32,91,2,5,0,2,13,NO,POS
1990,dorsebr01,14,35,2,5,2,0,0,0,0,0,2,4,0,0,0,0,2,NO,POS
1972,lamonge01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,POS
2016,austity01,31,83,7,20,3,0,5,12,1,0,7,36,0,0,0,0,1,NO,POS
2000,bocachi01,8,10,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,NO,POS
1994,crometr01,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,POS
2002,cabrejo02,48,84,8,12,2,0,0,8,1,1,7,15,0,1,1,1,3,NO,POS
1975,raderdo02,129,448,41,100,23,2,12,48,5,4,42,101,3,5,2,2,11,NO,POS
1978,wilforo01,92,199,23,53,8,0,1,11,8,4,19,27,1,2,15,0,1,NO,POS
1985,zuvelpa01,81,190,16,48,8,1,0,4,2,0,16,14,1,0,4,0,3,NO,POS
2008,callaal01,74,213,21,65,8,3,0,16,2,1,19,14,0,0,1,1,6,NO,POS
2017,rendoan01,147,508,81,153,41,1,25,100,7,2,84,82,6,7,0,6,7,NO,POS
2018,schwaky01,137,428,64,102,14,3,26,61,4,3,78,140,20,1,1,2,6,NO,POS
2007,bakopa01,60,156,13,32,3,1,1,8,0,1,15,50,0,1,1,1,4,NO,POS
1988,mcgrifr01,154,536,100,151,35,4,34,82,6,1,79,149,3,4,0,4,15,NO,POS
2018,gonzama01,145,489,61,121,25,3,16,68,2,3,53,126,3,3,5,2,14,NO,POS
2018,stewadj01,17,40,8,10,3,0,3,10,2,1,4,12,0,2,0,1,0,NO,POS
1998,zaungr01,106,298,19,56,12,2,5,29,5,2,35,52,2,1,2,2,7,NO,POS
2011,castrju01,7,14,2,4,0,0,0,1,0,0,1,4,0,0,0,0,0,NO,POS
2000,cromedt01,35,47,7,16,4,0,2,8,0,0,1,14,1,1,1,1,0,NO,POS
1981,hayesvo01,43,109,21,28,8,2,1,17,8,1,14,10,1,2,4,2,2,NO,POS
1975,kellemi02,7,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NO,POS
2014,conrabr01,13,30,2,3,1,0,1,2,0,0,3,14,0,0,0,1,0,NO,POS
1974,evansdw01,133,463,60,130,19,8,10,70,4,4,38,77,2,2,6,5,9,NO,POS
1970,koegepe01,7,8,2,2,0,0,1,1,0,0,1,3,0,0,0,0,0,NO,POS
1983,pagemi02,57,79,16,19,3,0,0,1,3,3,10,22,0,2,1,0,2,NO,POS
2009,penara02,69,115,17,33,6,1,1,10,4,1,5,20,0,0,1,0,2,NO,POS
2005,redmomi01,45,148,17,46,9,0,1,26,0,0,6,14,0,3,2,0,9,NO,POS
2012,eatonad02,22,85,19,22,3,2,2,5,2,3,14,15,0,3,1,0,0,NO,POS
1998,heltoto01,152,530,78,167,37,1,25,97,3,3,53,54,5,6,1,5,15,NO,POS
1996,fermife01,11,16,4,2,1,0,0,1,0,0,2,0,0,0,1,0,2,NO,POS
1970,hosleti01,7,12,1,2,0,0,1,2,0,0,0,6,0,0,0,1,0,NO,POS
1973,leele02,118,333,36,79,7,2,3,30,4,0,33,61,3,1,0,2,9,NO,POS
2014,schafjo02,104,210,26,50,9,1,1,15,30,7,22,48,1,0,8,0,1,NO,POS
1999,youngke01,156,584,103,174,41,6,26,106,22,10,75,124,5,12,0,4,13,NO,POS
2014,bettsmo01,52,189,34,55,12,1,5,18,7,3,21,31,0,2,1,0,2,NO,POS
2008,moralke01,27,61,7,13,2,0,3,8,0,1,4,7,0,1,0,0,3,NO,POS
1978,nicosst01,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NO,POS
2009,burriem01,61,202,18,48,6,0,0,13,11,4,14,34,1,2,1,1,3,NO,POS
1970,gonzato01,149,522,66,142,20,2,8,67,6,7,48,56,10,9,2,3,13,NO,POS
2015,iannech01,92,272,28,51,10,0,10,34,0,1,41,83,1,1,0,3,11,NO,POS
2013,susdost01,3,7,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,NO,POS
2013,carsoma01,20,11,5,7,0,0,1,3,3,0,1,1,0,1,0,0,0,NO,POS
2010,duranlu01,28,48,8,12,0,0,0,4,5,0,4,7,0,0,1,0,3,NO,POS
1994,reedje02,50,103,11,18,3,0,1,7,0,0,11,21,4,0,0,0,3,NO,POS
1993,rowlari01,21,46,2,10,3,0,0,4,0,0,5,16,0,0,1,0,1,NO,POS
1981,firovda01,13,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NO,POS
1991,mccraro01,17,7,2,2,0,0,0,0,1,1,0,2,0,0,0,0,0,NO,POS
1996,newfima01,133,370,48,103,26,0,12,57,1,2,27,70,2,6,0,7,8,NO,POS
1983,bergmda01,90,140,16,40,4,1,6,24,2,1,24,21,2,1,2,0,5,NO,POS
1982,cowenal01,146,560,72,151,39,8,20,78,11,7,46,81,3,1,1,3,12,NO,POS
1995,goffje01,12,26,2,4,2,0,1,3,0,0,4,13,0,0,0,0,1,NO,POS
1980,taverfr01,141,562,65,157,27,0,0,25,32,18,23,64,0,1,10,2,15,NO,POS
1988,walewji01,88,175,23,37,5,0,0,6,11,4,12,26,0,0,10,1,1,NO,POS
1973,michage01,129,418,30,94,11,1,3,47,1,3,26,51,0,0,1,1,12,NO,POS
1999,stinnke01,88,284,36,66,13,0,14,38,2,1,24,83,2,5,2,2,4,NO,POS
1974,ellisro01,22,48,4,14,2,0,0,4,0,0,4,11,0,0,0,0,0,NO,POS
1971,spencbo01,14,27,2,4,0,0,0,1,0,0,5,6,0,0,0,1,1,NO,POS
1975,reitzke01,161,592,43,159,25,1,5,63,1,1,22,54,9,5,2,6,18,NO,POS
1990,myersgr01,87,250,33,59,7,1,5,22,0,1,22,33,0,0,1,4,12,NO,POS
2005,mcdonjo03,68,166,18,46,6,1,0,16,6,1,11,24,0,2,3,2,6,NO,POS
1988,pecotbi01,90,178,25,37,3,3,1,15,7,2,18,34,0,2,7,1,1,NO,POS
1992,curtich01,139,441,59,114,16,2,10,46,43,18,51,71,2,6,5,4,10,NO,POS
1979,mejiasa01,38,13,5,3,0,0,0,0,0,0,2,5,0,0,1,0,0,NO,POS
2006,milesaa01,135,426,48,112,20,5,2,30,2,1,38,42,9,2,2,3,8,NO,POS
1992,varshga01,103,162,22,36,6,3,4,22,5,2,10,32,1,0,0,1,2,NO,POS
1989,waltoje01,116,475,64,139,23,3,5,46,24,7,27,77,1,6,2,5,6,NO,POS
1977,bumbral01,133,518,74,164,31,3,4,41,19,8,45,88,4,2,2,4,4,NO,POS
1971,stanlmi01,139,401,43,117,14,5,7,41,1,3,24,44,5,0,3,4,7,NO,POS
2000,counscr01,67,152,23,48,8,1,2,11,3,3,20,18,0,2,1,1,4,NO,POS
2014,diazjo02,23,38,3,6,1,0,0,4,1,0,3,14,0,2,2,0,1,NO,POS
2013,iglesjo01,109,350,39,106,16,2,3,29,5,2,15,60,0,11,4,2,7,NO,POS
1978,herndla01,151,471,52,122,15,9,1,32,13,8,35,71,2,1,13,1,12,NO,POS
1987,millira01,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NO,POS
2005,choosh01,10,18,1,1,0,0,0,1,0,0,3,4,0,0,0,0,0,NO,POS
1987,espyce01,14,8,1,0,0,0,0,0,2,0,1,3,0,0,0,0,1,NO,POS
1975,gamblos01,121,348,60,91,16,3,15,45,11,5,53,39,4,2,1,1,8,NO,POS
2001,lugoju01,140,513,93,135,20,3,10,37,12,11,46,116,0,5,15,7,7,NO,POS
2010,shealry01,5,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NO,POS
2010,maiermi01,117,373,41,98,15,6,5,39,3,2,41,68,2,0,4,3,3,NO,POS
1991,webstmi01,107,203,23,42,8,5,2,19,2,3,21,61,1,0,2,0,3,NO,POS
2010,suzukku01,131,495,55,120,18,2,13,71,3,2,33,49,3,12,0,4,22,NO,POS
2007,eldrebr01,19,46,3,5,1,0,2,3,0,0,1,16,1,0,0,0,1,NO,POS
2002,houstty01,111,320,34,90,20,3,7,40,1,0,16,62,3,4,4,1,9,NO,POS
2005,reedje03,141,488,61,124,33,3,3,45,12,11,48,74,1,2,4,2,10,NO,POS
2012,loughda01,20,59,9,14,2,1,0,2,1,0,4,9,0,1,0,1,2,NO,POS
1993,vaughmo01,152,539,86,160,34,1,29,101,4,3,79,130,23,8,0,7,14,NO,POS
1996,castial01,6,11,1,4,0,0,0,0,0,0,0,4,0,0,0,0,0,NO,POS
2003,melusmi01,12,9,1,1,1,0,0,2,0,0,2,2,0,0,0,1,0,NO,POS
2005,vizcajo01,98,187,15,46,10,2,1,23,2,0,15,40,4,0,1,2,2,NO,POS
1986,larkiba01,41,159,27,45,4,3,3,19,8,0,9,21,1,0,0,1,2,NO,POS
2003,pauljo01,16,23,6,6,0,0,0,4,0,0,3,6,0,0,1,0,0,NO,POS
2010,taverwi01,27,35,7,7,0,1,0,4,1,2,2,6,0,0,0,0,0,NO,POS
2004,thamema01,61,165,24,42,12,0,10,33,0,1,16,42,0,2,0,1,3,NO,POS
1972,andermi01,36,103,8,20,5,1,2,5,1,0,19,36,1,0,2,1,0,NO,POS
2004,daubabr01,30,75,9,17,8,0,2,8,0,0,10,21,0,1,0,0,1,NO,POS
1992,huletti01,57,142,11,41,7,2,2,21,0,1,10,31,1,1,0,0,7,NO,POS
1998,larkist02,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NO,POS
1995,zeileto01,113,426,50,105,22,0,14,52,1,0,34,76,1,4,4,5,13,NO,POS
1975,hamptik01,31,66,8,10,3,0,0,4,0,0,7,19,0,1,3,0,1,NO,POS
1979,perlosa01,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NO,POS
1994,prattto02,28,102,10,20,6,1,2,9,0,1,12,29,0,0,0,0,3,NO,POS
1998,camermi01,141,396,53,83,16,5,8,43,27,11,37,101,0,6,1,3,6,NO,POS
1987,oneilpa01,84,160,24,41,14,1,7,28,2,1,18,29,1,0,0,0,3,NO,POS
2002,abernbr01,117,463,46,112,18,4,2,40,10,4,25,46,0,6,8,2,8,NO,POS
1983,brummgl01,45,87,7,24,7,0,0,9,1,3,10,11,1,0,2,0,4,NO,POS
1984,fernato01,88,233,29,63,5,3,3,19,5,7,17,15,0,0,2,2,3,NO,POS
2008,gonzaca01,85,302,31,73,22,1,4,26,4,1,13,81,1,0,1,0,7,NO,POS
1980,northbi01,128,415,73,104,12,1,1,19,45,19,81,78,5,1,2,1,4,NO,POS
1972,bakerdu01,127,446,62,143,27,2,17,76,4,7,45,68,2,4,2,6,9,NO,POS
2004,barajro01,108,358,50,89,26,1,15,58,0,1,13,63,0,3,8,7,3,NO,POS
1972,halleto01,59,121,7,25,5,2,2,13,0,1,15,14,4,0,2,1,1,NO,POS
2006,mientdo01,91,314,37,89,24,2,4,43,3,0,35,50,1,5,1,5,6,NO,POS
1973,roofph01,47,117,10,23,4,1,1,15,0,0,13,27,0,0,1,0,4,NO,POS
2018,mooread01,8,18,2,4,1,0,1,2,0,0,1,7,0,0,1,0,0,NO,POS
2000,fullmbr01,133,482,76,142,29,1,32,104,3,1,30,68,3,6,0,6,14,NO,POS
1975,hislela01,80,255,37,80,9,2,11,51,17,3,27,39,3,1,2,4,5,NO,POS
1983,iviemi01,12,42,4,9,4,0,0,7,0,0,2,4,1,0,0,1,2,NO,POS
2010,vanevjo01,22,19,6,4,1,0,1,1,0,0,2,9,0,0,0,0,0,NO,POS
1997,bellda01,66,142,9,30,7,2,1,12,1,0,10,28,2,0,2,1,2,NO,POS
2008,blakeca01,152,536,71,147,36,1,21,81,3,0,49,120,11,11,1,4,12,NO,POS
1989,gwynnch01,32,68,8,16,4,1,0,7,1,0,2,9,0,0,2,1,1,NO,POS
1972,rodriau01,153,601,65,142,23,5,13,56,2,3,28,104,4,2,7,1,14,NO,POS
1980,alexama01,37,3,13,1,1,0,0,0,10,3,0,0,0,0,0,0,0,NO,POS
1998,powelda01,8,4,2,2,0,0,1,1,0,0,3,0,0,0,0,0,0,NO,POS
2012,gimench01,42,100,10,26,4,0,1,9,0,0,8,24,0,0,1,0,4,NO,POS
2008,nelsobr02,9,7,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,NO,POS
2015,croncj01,113,378,37,99,17,1,16,51,3,1,17,82,1,5,0,3,9,NO,POS
1977,joshuvo01,144,536,58,140,25,7,9,49,12,9,21,74,4,0,4,5,17,NO,POS
1998,nixontr01,13,27,3,7,1,0,0,0,0,0,1,3,0,0,0,0,0,NO,POS
2006,prattto02,62,135,14,28,6,0,4,19,1,0,12,43,0,1,1,3,4,NO,POS
1980,thondi01,80,267,32,68,12,2,0,15,7,5,10,28,0,1,5,2,5,NO,POS
1980,davisbo02,91,218,18,47,11,0,4,19,0,0,12,25,0,1,9,0,9,NO,POS
2004,knottjo02,9,14,1,3,2,0,0,1,0,0,1,5,0,0,0,0,0,NO,POS
2000,mordemi01,86,169,20,48,16,0,4,16,2,2,12,34,0,1,1,0,1,NO,POS
1982,scottto01,132,460,43,110,16,3,1,29,18,4,15,56,4,1,3,4,11,NO,POS
1972,arnolch01,51,84,8,19,3,1,1,4,0,1,8,12,1,0,1,0,3,NO,POS
2018,adamewi01,85,288,43,80,7,0,10,34,6,5,31,95,3,1,1,2,6,NO,POS
1991,deerro01,134,448,64,80,14,2,25,64,1,3,89,175,1,0,0,2,3,NO,POS
1993,vizcajo01,151,551,74,158,19,4,4,54,12,9,46,71,2,3,8,9,9,NO,POS
1970,martijc01,40,77,11,12,1,0,1,4,0,0,20,11,7,1,1,1,2,NO,POS
2006,mottoch01,10,16,3,4,2,0,0,0,0,0,0,3,0,0,0,0,0,NO,POS
1975,billidi01,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NO,POS
2005,cabreme01,6,19,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,NO,POS
1989,olerujo01,6,8,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,NO,POS
1974,roberda06,113,318,26,53,10,1,5,18,2,0,32,69,6,2,4,2,9,NO,POS
2017,beninan01,151,573,84,155,26,1,20,90,20,5,70,112,7,6,1,8,16,NO,POS
1981,avilera01,38,28,2,6,1,0,0,3,0,0,3,5,0,0,3,0,0,NO,POS
2011,penawi01,39,113,15,23,3,0,7,15,0,0,5,39,0,2,0,0,2,NO,POS
2014,adamecr01,7,15,1,1,0,0,0,0,0,0,0,5,0,0,0,0,1,NO,POS
1978,hebneri01,137,435,61,123,22,3,17,71,4,7,53,58,16,9,4,4,8,NO,POS
1993,kosloke01,15,26,4,7,0,0,1,2,0,1,4,5,0,1,1,0,1,NO,POS
1995,leema02,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,POS
1990,maldoca01,155,590,76,161,32,2,22,95,3,5,49,134,4,5,0,7,13,NO,POS
1994,spraged02,109,405,38,97,19,1,11,44,1,0,23,95,1,11,2,4,11,NO,POS
1970,garrewa01,114,366,74,93,17,4,12,45,5,1,81,60,6,2,3,2,4,NO,POS
1985,thompmi02,73,182,17,55,7,2,0,6,9,4,7,36,0,3,1,0,1,NO,POS
2004,rollsda01,53,117,12,19,5,0,0,9,2,1,10,36,0,1,2,2,4,NO,POS
2000,whitero02,94,357,59,111,26,0,13,61,5,3,33,79,0,4,0,2,4,NO,POS
2007,deazaal01,45,144,14,33,8,2,0,8,2,0,6,37,1,1,5,2,2,NO,POS
1996,greento02,29,79,9,15,1,0,2,9,2,0,4,11,0,1,0,0,4,NO,POS
1978,kusnyar01,9,13,1,3,1,0,1,2,0,0,2,4,0,0,0,0,0,NO,POS
2003,roberda07,107,388,56,97,6,5,2,16,40,14,43,39,1,4,5,0,0,NO,POS
2016,doziehu01,8,19,4,4,1,0,0,1,0,0,2,8,0,0,0,0,0,NO,POS
2014,haguema01,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NO,POS
1975,hiltoda01,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NO,POS
1989,johnswa03,85,114,9,31,3,1,2,17,1,0,7,12,0,0,2,2,2,NO,POS
2012,laporma01,22,58,2,14,2,0,1,5,0,0,1,17,0,1,0,0,1,NO,POS
2001,prattto02,80,173,18,32,8,0,4,11,1,0,34,61,3,3,1,1,6,NO,POS
1986,sanchal01,8,16,1,2,0,0,0,1,0,0,1,8,0,0,0,0,2,NO,POS
